,semester,college,department,course_id,course_code,memo,name,chinese_name,limit,reg_num,time,credit,hours,lecturer, type,type,summary
338,,Center of General Education,Center of General Education,,,,,,,,,,,,,,
339,111 Fall Semester,Center of General Education,Center of General Education,561060,GECG00060,,"Life Education
Optional Liberal EducationFCLCGECL",生命教育,62,66,R34-A401[GF],2,2,王冠生,,Core curriculum,
340,111 Fall Semester,Center of General Education,Center of General Education,561061,GECG00046,"「邏輯與思維」 選課系統預設核心人文,欲採計核心自然請至通識中心書面申請。","Logic and Thinking
FCCTPhilosophy and MindGEC",邏輯與思維,100,109,R56-A103[GF],2,2,王冠生,,Core curriculum,
341,,Center of General Education,Center of General Education,,,,,,,,,,,,,,
342,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
343,111 Fall Semester,Center of General Education,Liberal Arts College,561500,GEGE00001,,"Traffic Safety and Life Education
Optional Liberal EducationGECLDASC",交通安全與生命教育,65,70,R56-A901[GF],2,2,吳宗修,,Core curriculum,
344,111 Fall Semester,Center of General Education,Liberal Arts College,561501,GEGE00005,不提供加簽,"Psychology applied to modern life
Optional Liberal EducationGECLDASC",心理學在現代生活中的應用,40,40,T56-A205[GF],2,2,楊大和,,Core curriculum,
345,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
346,111 Fall Semester,Center of General Education,Liberal Arts College,561502,GEGE00006,MOOCs，不接受傳科系學生修讀，課程原則上不接受加簽，請隨時留意網路選課系統有無人退選。,"Storytelling and Narrative
Optional Liberal EducationGECLDLDAHA",故事創作與影像敘事,50,49,Tab-ED116[GF],2,2,張宏宇,,Core curriculum,
347,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
348,111 Fall Semester,Center of General Education,Liberal Arts College,561503,GEGE00009,,"One Hundred Years Tumult：Retrospect the 100 Years of Taiwan Democracy Movement
Optional Liberal EducationGECLDACE",百年喧嘩：台灣民主運動100年,40,21,R567-A503[GF],3,3,柯朝欽,,Core curriculum,
349,111 Fall Semester,Center of General Education,Liberal Arts College,561504,GEGE00010,課程可加簽人數已滿，請同學留意網路選課系統有無人退選。,"Localogy of hte Sixth Fuel Factory: University Social Responsibility ＆ Local Praxis
Optional Liberal EducationGECLDASC",新竹六燃地方學：大學社會責任與在地實踐,120,119,Wbc-HA109[GF],2,2,賴雯淑,,Core curriculum,
350,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
351,111 Fall Semester,Center of General Education,Liberal Arts College,561505,GEGE00011,,"Reflections on S＆T and Liberal Arts
Optional Liberal EducationFCLCGECL",科技與博雅之反思,70,30,"M56-CS100[GF],M56-YT301[YM]",2,2,蔡蕙安、胡慧蘭、王維菁、陳智、林炯源、戴立嘉、劉佩青、陳翎、林子恩、水敬心、程海東,,Core curriculum,
352,111 Fall Semester,Center of General Education,Liberal Arts College,561506,GEGE00012,,"How to be an Ethical Company? The Sixteen Classes of Business and Human Rights
Optional Liberal EducationGECLDACE",企業與惡的距離—給企業的十六堂人權課,40,38,R56-SC204[GF],2,2,林志潔,,Core curriculum,
353,111 Fall Semester,Center of General Education,Liberal Arts College,561507,GEGE00013,不接受人社系學生修讀,"Critical thinking sociologically
Optional Liberal EducationFCCTGECL",思辨的社會人生,40,40,M56-A509[GF],2,2,潘美玲、林秀幸、許維德、朱華瑄,,Core curriculum,
354,,Center of General Education,Chinese Language,,,,,,,,,,,,,,
355,,Center of General Education,Center for Teacher Education,,,,,,,,,,,,,,
356,111 Fall Semester,Center of General Education,Center for Teacher Education,599000,GETE10009,學習科學跨域學程,"Educational Psychology
Philosophy and MindGECL[COM] GECIDASC",教育心理學,Unlimited,33,M78-HA219[GF],2,2,林珊如、羅孟婷,,Required,
357,,Center of General Education,Center for Teacher Education,,,,,,,,,,,,,,
358,,Center of General Education,Center for Service-Learning,,,,,,,,,,,,,,
359,,Center of General Education,Information Technology Service Center,,,,,,,,,,,,,,
360,111 Fall Semester,Center of General Education,Information Technology Service Center,574001,GEIT10005,上課地點: 資訊中心電腦教室,"Cloud Technologies and Services
GECLDAST",雲端技術及網路服務實務,40,28,R567-,3,3,陳昌盛,,Elective,
361,,Center of General Education,Information Technology Service Center,,,,,,,,,,,,,,
362,111 Fall Semester,Center of General Education,Information Technology Service Center,574002,GEIT10001,上課地點: 資訊中心電腦教室,"JavaScript Web Programming
FCQRGECLGEC",JavaScript 網頁程式設計,40,45,W234-,3,3,廖文宏,,Elective,
363,,Center of General Education,Information Technology Service Center,,,,,,,,,,,,,,
364,111 Fall Semester,Center of General Education,Information Technology Service Center,574003,GEIT10002,上課地點: 資訊中心電腦教室,"Python and IoT Data Analysis
FCQR[COE,COS,COM,CBT,CHS,CHK,CI] GECI",Python 與物聯網資料分析,40,46,R234-,3,3,廖文宏,,Elective,
365,,Center of General Education,Information Technology Service Center,,,,,,,,,,,,,,
366,111 Fall Semester,Center of General Education,Information Technology Service Center,574004,GEIT00003,上課地點: 資訊中心電腦教室,"Kotlin Programming
FCQR[COE,COS,CBT,CHS,CHK,CI] GECI",Kotlin程式設計,50,39,R567-,3,3,謝旻錚,,Elective,
367,,Center of General Education,Information Technology Service Center,,,,,,,,,,,,,,
368,111 Fall Semester,Center of General Education,Information Technology Service Center,574005,GEIT10003,上課地點: 資訊中心電腦教室,"Scientific Computation Programming with Python
FCQRGECLGEC",Python 科學計算程式設計,90,40,M567-,3,3,鄭昌杰,,Elective,
369,,Center of General Education,Health Services,,,,,,,,,,,,,,
370,111 Fall Semester,Center of General Education,Health Services,573001,GEHE00003,,"Ecology and Health
Science, Technology and SocietyGECL[COM,CHS] GECIDAST",生態與健康,60,53,M56-F110[GF],2,2,牛玉珍,,Elective,
371,111 Fall Semester,Center of General Education,Health Services,573002,GEHE00003,,"Ecology and Health
Science, Technology and SocietyGECL[COM,CHS] GECIDAST",生態與健康,60,59,M78-F110[GF],2,2,牛玉珍,,Elective,
372,111 Fall Semester,Center of General Education,Health Services,573003,GEHE00002,,"Firstaid Theory and Technique
GECL[COM,CHS,CHK] GECIDASC",急救理論與技術,30,34,T56-F110[GF],2,2,牛玉珍,,Elective,
373,,Center of General Education,Center of Teaching and Learning Development,,,,,,,,,,,,,,
374,111 Fall Semester,Center of General Education,Center of Teaching and Learning Development,576000,AATL00003,,"Perspectives in Western Art History
Art and CulturesGECLDAHA",西洋藝術史觀點,30,30,W34-A401[GF],3,3,蕭智尹,,Elective,
375,,Center of General Education,,,,,,,,,,,,,,,
376,111 Fall Semester,Center of General Education,,577000,IAAE00001,1. 認列為電機學院「全球工程領袖培育計畫」學分 2. 上課地點: 交大校區圖書館B1國際會議廳 3. 僅開放大學部選修 4. 修課紀錄可作為申請出國交換及雙聯資格獎學金之有利審查資料 5. 交大校區實體授課，陽明校區同步遠距修讀,"Explore the World: Global Perspective Trainings for NYCU Students
GECLDASC",探索世界: 陽明交大人所應具備的國際觀,80,79,M34-,2,2,陳冠能、金孟華,,Elective,
377,,Center of General Education,College of Management Venture & Innovation Management Cross-Discipl,,,,,,,,,,,,,,
378,111 Fall Semester,Center of General Education,College of Management Venture & Innovation Management Cross-Discipl,517150,MGBA10002,VIP跨域學程、百川學程學生優先選課，僅開放大學部學生選課(undergraduate only),"Foundations of Management and Entrepeneurship(II)
FCOMGECL",創業與創新實作專案(II),10,6,W567-A703B[GF],3,3,黃仕斌,,Elective,
379,,Center of General Education,College of Management Venture & Innovation Management Cross-Discipl,,,,,,,,,,,,,,
380,111 Fall Semester,Center of General Education,College of Management Venture & Innovation Management Cross-Discipl,517151,MGBA00001,VIP學程同學優先選課,"Deep Learning Programming in Fintech Practices(I)
FCQRGECL",深度學習程式設計與金融科技產業實踐(I),30,32,R567-M116[GF],3,3,趙式隆、黃經堯、魏寶生,,Elective,
381,,Center of General Education,College of Management Venture & Innovation Management Cross-Discipl,,,,,,,,,,,,,,
382,111 Fall Semester,Center of General Education,College of Management Venture & Innovation Management Cross-Discipl,537158,MGBA10003,VIP跨域學程、百川學程學生優先選課，僅開放大學部學生選課(undergraduate only)。,"Entrepreneurs and Entrepreneurship
Optional Liberal EducationFCOMGECL",經營管理-創業與興業家精神,80,77,Wabc-AB101[GF],3,3,黃仕斌、姜真秀、黃宜侯、蔡蕙安、蔡銘箴、姚銘忠、王志軒、蕭嬋、林士平、陳詩欣、閻姿慧,,Required,
383,,Center of General Education,International Health Program,,,,,,,,,,,,,,
384,111 Fall Semester,Center of General Education,International Health Program,131216,MDIH30017,開放大學部學生修讀[English Medium Course],"Research methods and practice in hospice and palliative care
Optional Liberal EducationDASCENG",安寧療護實務與研究方法,20,8,F56-YS405[YM],2,2,林承霈、郭文華、楊秀儀、林雅萍、吳易叡、方俊凱、呂立、彭仁奎、程劭儀、陳炳仁、熊誼芳、朱彥豪,,Elective,
385,,Center of General Education,Food Safety and Health Risk Assessment Institute ,,,,,,,,,,,,,,
386,,Center of General Education,Institute of Biological Science and Technology,,,,,,,,,,,,,,
387,,Center of General Education,Institute of Molecular and Bioengineering,,,,,,,,,,,,,,
388,111 Fall Semester,Center of General Education,Institute of Molecular and Bioengineering,430214,BTMB30060,,"Regulatory Science for Precision Health
Optional Liberal EducationGECLDAST",精準健康法規科學,Unlimited,55,S34-,2,2,柯立偉、陳文亮、陳鋕雄,,Elective,
389,,Center of General Education,Institute of Biomedical Imaging and Engineering,,,,,,,,,,,,,,
390,111 Fall Semester,Center of General Education,Institute of Biomedical Imaging and Engineering,545451,EEBM30002,生醫.電機.生科. MD-PhD學程 (通識課程) 、開放隨班附讀,"Biomimicry
Science, Technology and SocietyGECL[COE,CBT,CI] GECIDAST",仿生科技,Unlimited,143,W234-AB101[GF],3,3,陳榮治,,Elective,
391,,Center of General Education,Institute of Biomedical Imaging and Engineering,,,,,,,,,,,,,,
392,111 Fall Semester,Center of General Education,Institute of Biomedical Imaging and Engineering,545461,EEBM30020,生醫所主開(通識課程),"Protection of Research Subjects Rights and Legal Issues
Optional Liberal EducationGECLDACE",研究對象權益之保障與法律議題,20,8,W234-EE113[GF],3,3,蕭子健、薛慶友、薛美蓮,,Elective,
393,,Center of General Education,Institute of Multimedia Engineering,,,,,,,,,,,,,,
394,111 Fall Semester,Center of General Education,Institute of Multimedia Engineering,535655,CSIC30054,本院學生優先,"Digital Gaming and Learning
Optional Liberal EducationGECL[COM,CBT,CHK] GECIDASC",數位遊戲與學習,80,123,"Wn56-EC315[GF],Wn56-EC316[GF],Wn56-EC324[GF]",3,3,孫春在,,Elective,
395,,Center of General Education,Institute of Statistics,,,,,,,,,,,,,,
396,,Center of General Education,Institute of Management Science,,,,,,,,,,,,,,
397,111 Fall Semester,Center of General Education,Institute of Management Science,537003,MGMS30079,開放全校大三大四及全校研究所同學選修。,"Leadership Development
FCOMPhilosophy and MindGECL",自我領導,50,36,T234-M115[GF],3,3,蕭嬋,,Elective,
398,,Center of General Education,Institute of Management Science,,,,,,,,,,,,,,
399,111 Fall Semester,Center of General Education,Institute of Management Science,537006,MGMS30063,1.管理決策分析組先修課程 2.開放全校大三大四同學選修。 ※管院學生(含雙主修、輔系、跨域學程)若有特殊原因須修習此研究所課程抵免大學部管理學課程之學分，須於修課前向所屬系辦申請，並經由此課程召集老師同意始得認列學分。,"Management
Optional Liberal EducationFCOM[ECE] GECI",管理學,Unlimited,16,T567-M115[GF],3,3,蕭嬋,,Elective,
400,,Center of General Education,Institute of Management Science,,,,,,,,,,,,,,
401,111 Fall Semester,Center of General Education,Institute of Management Science,537013,MGMS30084,管科所同學優先選修。,"Marketing Management
FCOMSociety and EconomyGECL[ECE] GECI",行銷管理,60,61,W678-M115[GF],3,3,張家齊,,Required,
402,,Center of General Education,Institute of Management Science,,,,,,,,,,,,,,
403,111 Fall Semester,Center of General Education,Institute of Management Science,537014,MGMS30040,管理決策分析組先修課程。英語授課。開放大一到大四同學選修。[English Medium Course],"Accounting
FCQRSociety and EconomyGECLENG",會計學,135,145,W678-A103[GF],3,3,蔡璧徽,,Elective,
404,,Center of General Education,Institute of Management Science,,,,,,,,,,,,,,
405,111 Fall Semester,Center of General Education,Institute of Management Science,537021,MGMS30092,開放大一到大四同學選修。 ※管科系、資財系大二學生限修大學部財務管理課程。 ※管院學生(含雙主修、輔系、跨域學程)若有特殊原因須修習此研究所課程抵免大學部財務管理課程之學分，須於修課前向所屬系辦申請，並經由此課程召集老師同意始得認列學分。,"Financial Management
FCOMSociety and EconomyGECL[ECE] GECI",財務管理,140,140,F234-M101[GF],3,3,蔡璧徽,,Required,
406,,Center of General Education,Institute of Management of Technology,,,,,,,,,,,,,,
407,111 Fall Semester,Center of General Education,Institute of Management of Technology,537801,MGMT30010,科管所主開、GMBA輔開；英語授課；MOT/GMBA/VIP/IMBA/科管跨域/通識/英文/大四[English Medium Course]；開放大三大四,"Creativity and Innovation Management
Optional Liberal EducationFCOM[ECE,CCS,COS,CBT,CHS,CHK] GECIENG",創意與創新管理,30,36,M567-A701[GF],3,3,林士平,,Elective,
408,,Center of General Education,Institute of Management of Technology,,,,,,,,,,,,,,
409,111 Fall Semester,Center of General Education,Institute of Management of Technology,537803,MGMT30037,科管跨域；VIP；共掛核心課程；遠距網路課程,"Intellectual Property Management and The Practice
Optional Liberal EducationFCOMGECLDL",智慧財產權管理實務,30,16,M567-A722[GF],3,3,陳詩欣,,Elective,
410,,Center of General Education,Institute of Management of Technology,,,,,,,,,,,,,,
411,111 Fall Semester,Center of General Education,Institute of Management of Technology,537813,MGMT30019,科管跨域學程、VIP、共掛核心課程、遠距網路課程,"Management of Research and Development and the Practice of Entrepreneurship
Optional Liberal EducationFCOMGECLDL",創新研發管理與創業實務,40,49,W789-A701[GF],3,3,陳詩欣、高啟明,,Elective,
412,,Center of General Education,Institute of Management of Technology,,,,,,,,,,,,,,
413,,Center of General Education,Institute of Business Management,,,,,,,,,,,,,,
414,111 Fall Semester,Center of General Education,Institute of Business Management,230012,MGBM30059,"For undergraduate students who would like to take this course, please consult the teacher via email first. GMBA輔開;IMBA學程;[English Medium Course]","Marketing Management
[ECE,CCS] GECIENG",行銷管理,Unlimited,32,W567-TB307[BM],3,3,高瑞麟,,Required,
415,,Center of General Education,Degree Program of Management of Technology,,,,,,,,,,,,,,
416,,Center of General Education,Degree Program of Business Management,,,,,,,,,,,,,,
417,111 Fall Semester,Center of General Education,Degree Program of Business Management,250105,MGBM30059,限管理學院各專班,"Marketing Management
[ECE,CCS] GECI",行銷管理,Unlimited,20,Wabc-TB307[BM],3,3,唐瓔璋,,Required,
418,,Center of General Education,Degree Program of Technology Law,,,,,,,,,,,,,,
419,111 Fall Semester,Center of General Education,Degree Program of Technology Law,557900,LWLW30219,開放台聯大大三以上同學選修,"Information Privacy Law
GEC",資訊隱私權法,Unlimited,76,Mabc-A103[GF],3,3,陳鋕雄、郭詠華,,Elective,
420,,Center of General Education,Degree Program of Technology Law,,,,,,,,,,,,,,
421,111 Fall Semester,Center of General Education,Degree Program of Technology Law,557904,LWLW30260,開放大三以上同學選修,"Contemporary Legal Thoughts
Optional Liberal EducationGECLDACE",當代法學思想,30,32,W789-ES806[GF],2,3,許家馨,,Elective,
422,,Center of General Education,Degree Program of Technology Law,,,,,,,,,,,,,,
423,111 Fall Semester,Center of General Education,Degree Program of Technology Law,557909,LWLW30033,,"Corporate Law
Optional Liberal EducationGECL[COM] GECIDACE",公司法,110,109,"Rabc-A103[GF],Rabc-YT305[YM]",3,3,林建中,,Elective,
424,111 Fall Semester,Center of General Education,Degree Program of Technology Law,557911,LWLW30228,開放通識，任何同學均可選修,"Medical Law and Policy
Optional Liberal EducationGECLDACE",醫療法律與政策,Unlimited,48,"Rab-CS100[GF],Rab-YT301[YM]",2,2,陳鋕雄、吳俊穎、黃清濱,,Elective,
425,,Center of General Education,Degree Program of Technology Law,,,,,,,,,,,,,,
426,111 Fall Semester,Center of General Education,Degree Program of Technology Law,557913,LWLW30025,開放通識，開放台聯大大三以上同學選修,"Global Internet Governance
Optional Liberal EducationGECLDLDAST",全球網路治理,Unlimited,60,Fab-AB102[GF],2,2,陳鋕雄、莊弘鈺、蔡志宏、吳國龍、黃勝雄,,Elective,
427,,Center of General Education,College of Computer Science,,,,,,,,,,,,,,
428,111 Fall Semester,Center of General Education,College of Computer Science,515502,CSCS10007,外系生請於開學上網加選；資訊共同；資訊工程組必修；網路與多媒體工程組必修；資工系與電資學士班學生優先選課；主開2年級[English Medium Course] 開放校際選修,"Probability
[COE,CI] GECIENG",機率,125,136,W34F7-EC022[GF],3,3,謝秉均,,Required,
429,,Center of General Education,College of Computer Science,,,,,,,,,,,,,,
430,111 Fall Semester,Center of General Education,College of Computer Science,515503,CSCS10007,外系生請於開學上網加選；資訊共同；資訊工程組必修；網路與多媒體工程組必修；資工系與電資學士班學生優先選課；主開2年級[English Medium Course] 開放校際選修,"Probability
[COE,CI] GECIENG",機率,125,104,W34F7-ED117[GF],3,3,彭文孝,,Required,
431,,Center of General Education,College of Computer Science,,,,,,,,,,,,,,
432,111 Fall Semester,Center of General Education,College of Computer Science,515510,CSCS10009,"外系生請於開學上網加選；資訊共同；需修過『資料結構與物件導向程式設計』才可修『演算法概論』；Pass the “Data Structures and Object-oriented Programming” before taking “Intro. to Algorithms”；主開2年級；[另外1小時(第3節)以非同步上課方式; the third period of class will be held asynchronously][English Medium Course],開放隨班附讀,開放校際選修","Introduction to Algorithms
[COE,CBT,CI] GECIENG",演算法概論,88,46,T34-EC122[GF],3,3,林盈達,,Required,
433,,Center of General Education,College of Computer Science,,,,,,,,,,,,,,
434,111 Fall Semester,Center of General Education,College of Computer Science,515511,CSCS10009,"外系生請於開學上網加選；資訊共同；需修過『資料結構與物件導向程式設計』才可修『演算法概論』；Pass the “Data Structures and Object-oriented Programming” before taking “Intro. to Algorithms”；主開2年級；[另外1小時(第3節)以非同步上課方式; the third period of class will be held asynchronously],開放隨班附讀,開放校際選修","Introduction to Algorithms
[COE,CBT,CI] GECI",演算法概論,120,114,T34-EDB27[GF],3,3,游逸平,,Required,
435,,Center of General Education,College of Computer Science,,,,,,,,,,,,,,
436,111 Fall Semester,Center of General Education,College of Computer Science,515512,CSCS10009,外系生請於開學上網加選；資訊共同；需修過『資料結構與物件導向程式設計』才可修『演算法概論』；Pass the “Data Structures and Object-oriented Programming” before taking “Intro. to Algorithms”；主開2年級；[另外1小時(第3節)以非同步上課方式; the third period of class will be held asynchronously]跨校區課程;陽明校區教室安排於 知行樓前棟201教室,"Introduction to Algorithms
[COE,CBT,CI] GECI",演算法概論,100,98,T34-EC114[GF],3,3,施仁忠,,Required,
437,,Center of General Education,College of Computer Science,,,,,,,,,,,,,,
438,111 Fall Semester,Center of General Education,College of Computer Science,515518,CSCS10015,一年級必修僅開學才開放選課；外系生請於開學上網加選；資工系與電資學士班學生優先選課；Mabc上課教室:EC315、EC316 ；主開1年級；[另外1小時(第3節)以非同步上課方式; the third period of class will be held asynchronously],"Introduction to Computers and Programming
FCQRGECL[COE,CI] GECI",計算機概論與程式設計,101,95,"M56-EC122[GF],Mabc-EC315[GF],Mabc-EC316[GF]",3,5,陳添福,,Required,
439,,Center of General Education,College of Computer Science,,,,,,,,,,,,,,
440,111 Fall Semester,Center of General Education,College of Computer Science,515519,CSCS10015,一年級必修僅開學才開放選課；外系生請於開學上網加選；資工系與電資學士班學生優先選課；Rabc上課教室:EC315、EC316 ；主開1年級；[另外1小時(第3節)以非同步上課方式; the third period of class will be held asynchronously],"Introduction to Computers and Programming
FCQRGECL[COE,CI] GECI",計算機概論與程式設計,96,80,"M56-EC114[GF],Rabc-EC315[GF],Rabc-EC316[GF]",3,5,黃俊龍,,Required,
441,,Center of General Education,College of Computer Science,,,,,,,,,,,,,,
442,111 Fall Semester,Center of General Education,College of Computer Science,515520,CSCS10015,"一年級必修僅開學才開放選課；外系生請於開學上網加選；資工系與電資學士班學生優先選課；Tabc上課教室:EC315、EC316 ；主開1年級[English Medium Course],開放隨班附讀,開放校際選修","Introduction to Computers and Programming
FCQRGECL[COE,CI] GECIENG",計算機概論與程式設計,99,95,"M56-EC115[GF],Tabc-EC315[GF],Tabc-EC316[GF]",3,5,黃敬群,,Required,
443,,Center of General Education,College of Management,,,,,,,,,,,,,,
444,111 Fall Semester,Center of General Education,College of Management,517000,MGCM10013,管院、雙主修、跨領域學程學生請於9月5日上網選課；非管院學生請於9月12日上網加選。管院大學部共同必修課程；管院學生優先選課；上限135人，得請授課教師簽准後可放寬至140人；若有演習課則安排於9a；管理基礎學分學程課程。,"Economics (I)
FCQRSociety and Economy[ECE,CCS,COE,COS,CBT,CHS,CHK,CI] GECI",經濟學(一),135,134,W234-M101[GF],3,3,郭家豪,,Required,
445,,Center of General Education,College of Management,,,,,,,,,,,,,,
446,111 Fall Semester,Center of General Education,College of Management,517001,MGCM10013,管院、雙主修、跨領域學程學生請於9月5日上網選課；非管院學生請於9月12日上網加選。管院大學部共同必修課程；管院學生優先選課；上限135人，得請授課教師簽准後可放寬至140人；若有演習課則安排於9a；管理基礎學分學程課程。已被鎖定選課的同學，如欲退選請Email老師，可協助進行線上即時退選。,"Economics (I)
FCQRSociety and Economy[ECE,CCS,COE,COS,CBT,CHS,CHK,CI] GECI",經濟學(一),140,139,W234-M-b10[GF],3,3,黃星華,,Required,
447,,Center of General Education,College of Management,,,,,,,,,,,,,,
448,111 Fall Semester,Center of General Education,College of Management,517003,MGCM10004,管院、雙主修、跨領域學程學生請於9月5日上網選課；非管院學生請於9月12日上網加選。管院大學部共同必修課程；管院學生優先選課；上限135人，得請授課教師簽准後可放寬至140人；若有演習課則安排於9a；管理基礎學分學程課程。,"Accounting (I)
FCQRSociety and Economy[ECE,CCS,COE,COS,CBT,CHS,CHK,CI] GECI",會計學(一),135,121,M567-M-b10[GF],3,3,陳宗岡,,Required,
449,,Center of General Education,College of Management,,,,,,,,,,,,,,
450,111 Fall Semester,Center of General Education,College of Management,517004,MGCM10004,管院、雙主修、跨領域學程學生請於9月5日上網選課；非管院學生請於9月12日上網加選。管院大學部共同必修課程；管院學生優先選課；上限135人，得請授課教師簽准後可放寬至140人；若有演習課則安排於9a；管理基礎學分學程課程。,"Accounting (I)
FCQRSociety and Economy[ECE,CCS,COE,COS,CBT,CHS,CHK,CI] GECI",會計學(一),135,145,M567-M101[GF],3,3,蔡璧徽,,Required,
451,,Center of General Education,College of Management,,,,,,,,,,,,,,
452,111 Fall Semester,Center of General Education,College of Management,517005,MGCM10004,管院、雙主修、跨領域學程學生請於9月5日上網選課；非管院學生請於9月12日上網加選。管院大學部共同必修課程；管院學生優先選課；上限75人，得請授課教師簽准後可放寬至80人；若有演習課則安排於9a；管理基礎學分學程課程。,"Accounting (I)
FCQRSociety and Economy[ECE,CCS,COE,COS,CBT,CHS,CHK,CI] GECI",會計學(一),75,61,M567-M205[GF],3,3,林瑞嘉,,Required,
453,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
454,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562000,GELT00001,,"English Listening and Discussion
LCLE",英文聽力與討論,30,24,M56-A502[GF],2,2,鄺粵敏,,Elective,
455,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562001,GELT00001,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Listening and Discussion
LCLE",英文聽力與討論,32,32,T12-A507[GF],2,2,李麥德,,Elective,
456,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
457,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562002,GELT00001,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Listening and Discussion
LCLE",英文聽力與討論,32,32,T12-A506[GF],2,2,鄭維容,,Elective,
458,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
459,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562003,GELT00001,,"English Listening and Discussion
LCLE",英文聽力與討論,30,29,W12-A307[GF],2,2,李麥德,,Elective,
460,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562004,GELT00001,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Listening and Discussion
LCLE",英文聽力與討論,32,34,W34-A405[GF],2,2,楊芳盈,,Elective,
461,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
462,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562005,GELT00001,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Listening and Discussion
LCLEDL",英文聽力與討論,32,31,W34-A307[GF],2,2,李麥德,,Elective,
463,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
464,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562006,GELT00001,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Listening and Discussion
LCLE",英文聽力與討論,32,13,R34-A505[GF],2,2,鄭維容,,Elective,
465,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
466,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562007,GELT00001,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Listening and Discussion
LCLE",英文聽力與討論,32,32,R56-A505[GF],2,2,吳思葦,,Elective,
467,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
468,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562008,GELT00001,,"English Listening and Discussion
LCLE",英文聽力與討論,30,25,R78-A504[GF],2,2,林麗美,,Elective,
469,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562009,GELT00001,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Listening and Discussion
LCLE",英文聽力與討論,32,32,F34-A505[GF],2,2,吳思葦,,Elective,
470,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
471,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562010,GELT00002,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Listening and Writing
LCLE",英文聽力與寫作,32,13,M78-A507[GF],2,2,闕郁軒,,Elective,
472,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
473,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562011,GELT00002,,"English Listening and Writing
LCLE",英文聽力與寫作,32,32,W56-A502[GF],2,2,闕郁軒,,Elective,
474,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562012,GELT00002,,"English Listening and Writing
LCLE",英文聽力與寫作,30,20,R12-A505[GF],2,2,鄭維容,,Elective,
475,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562013,GELT00003,,"English Reading and Discussion
LCLE",英文閱讀與討論,30,29,W12-A505[GF],2,2,郭詩芝,,Elective,
476,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562014,GELT00003,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Discussion
LCLE",英文閱讀與討論,32,30,W34-A507[GF],2,2,郭詩芝,,Elective,
477,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
478,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562015,GELT00003,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Discussion
LCLE",英文閱讀與討論,32,35,W56-A505[GF],2,2,陳亞玲,,Elective,
479,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
480,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562016,GELT00003,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Discussion
LCLE",英文閱讀與討論,32,31,R34-A308[GF],2,2,林玉書,,Elective,
481,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
